,Date,Close,MA_10_days,hist_vol_10_days,MA_30_days,hist_vol_30_days,MA_60_days,hist_vol_60_days,MA_120_days,hist_vol_120_days,Return
0,1993-01-29,43.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1993-02-01,44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7112375533428139
2,1993-02-02,44.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21186440677967155
3,1993-02-03,44.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0570824524312794
4,1993-02-04,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4184100418409997
5,1993-02-05,44.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0694444444444442
6,1993-02-08,44.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1993-02-09,44.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6949270326615742
8,1993-02-10,44.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13995801259623075
9,1993-02-11,44.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891684136967056
10,1993-02-12,44.59375,0.023534823241227035,0.09081993718025083,0.0,0.0,0.0,0.0,0.0,0.0,-0.76495132127955
11,1993-02-16,43.46875,-0.028277391557572102,0.1576367633292139,0.0,0.0,0.0,0.0,0.0,0.0,-2.522775052557813
12,1993-02-17,43.4375,-0.03277871732902463,0.1563107281575106,0.0,0.0,0.0,0.0,0.0,0.0,-0.07189072609633529
13,1993-02-18,43.40625,-0.050613770365306565,0.14035295245930765,0.0,0.0,0.0,0.0,0.0,0.0,-0.07194244604316058
14,1993-02-19,43.5625,-0.05153786173249847,0.13952577204829364,0.0,0.0,0.0,0.0,0.0,0.0,0.3599712023038215
15,1993-02-22,43.71875,-0.04475140004155616,0.14331411334009497,0.0,0.0,0.0,0.0,0.0,0.0,0.35868005738881603
16,1993-02-23,43.6875,-0.045886509697814555,0.14296480665208372,0.0,0.0,0.0,0.0,0.0,0.0,-0.07147962830593713
17,1993-02-24,44.25,-0.014507559829802872,0.1605170332272704,0.0,0.0,0.0,0.0,0.0,0.0,1.2875536480686733
18,1993-02-25,44.34375,-0.013368085623543436,0.1608466876086583,0.0,0.0,0.0,0.0,0.0,0.0,0.21186440677967155
19,1993-02-26,44.40625,-0.018878615901448667,0.15831305609340118,0.0,0.0,0.0,0.0,0.0,0.0,0.1409443269908328
20,1993-03-01,44.28125,-0.011163553648573828,0.1545703806061936,0.0,0.0,0.0,0.0,0.0,0.0,-0.28149190710766714
21,1993-03-02,44.9375,0.052751539465569854,0.09336955053557654,0.0,0.0,0.0,0.0,0.0,0.0,1.4820042342978068
22,1993-03-03,45.125,0.060502977474981595,0.09062781724659809,0.0,0.0,0.0,0.0,0.0,0.0,0.4172461752433909
23,1993-03-04,44.875,0.05282624568740382,0.10014871591206169,0.0,0.0,0.0,0.0,0.0,0.0,-0.5540166204986097
24,1993-03-05,44.75,0.04269410188634101,0.10469703248978983,0.0,0.0,0.0,0.0,0.0,0.0,-0.278551532033422
25,1993-03-08,45.75,0.07209363276002989,0.14327864172513685,0.0,0.0,0.0,0.0,0.0,0.0,2.2346368715083775
26,1993-03-09,45.59375,0.06779784150980907,0.146662495908621,0.0,0.0,0.0,0.0,0.0,0.0,-0.3415300546448119
27,1993-03-10,45.6875,0.05074979529403297,0.13889144723745392,0.0,0.0,0.0,0.0,0.0,0.0,0.20562028786841324
28,1993-03-11,45.5625,0.04304092687764168,0.1420526119289099,0.0,0.0,0.0,0.0,0.0,0.0,-0.2735978112175075
29,1993-03-12,45.09375,0.024388690113309068,0.1565735604925501,0.0,0.0,0.0,0.0,0.0,0.0,-1.0288065843621408
30,1993-03-15,45.3125,0.03654565024164754,0.15532361082555227,0.016305639944766914,0.13372075197018804,0.0,0.0,0.0,0.0,0.485100485100487
31,1993-03-16,45.3125,0.013192187721979939,0.13912660217712394,0.012555445209992563,0.13250184408742302,0.0,0.0,0.0,0.0,0.0
32,1993-03-17,45.03125,-0.003301458631851604,0.14190660020952575,0.00814093383803512,0.13397460538068834,0.0,0.0,0.0,0.0,-0.6206896551724128
33,1993-03-18,45.3125,0.015401583745487068,0.1418001276289978,0.005871353022528102,0.13175022068891204,0.0,0.0,0.0,0.0,0.6245662734212454
34,1993-03-19,45.03125,0.009945773626366864,0.14535652848056918,0.0003673379267364687,0.13258587090454169,0.0,0.0,0.0,0.0,-0.6206896551724128
35,1993-03-22,44.78125,-0.03397504509778983,0.0845445133287541,-0.0022109374597720304,0.13356355808250409,0.0,0.0,0.0,0.0,-0.5551700208188737
36,1993-03-23,44.875,-0.025224273786538423,0.08670707718404376,-0.0011043139915146347,0.1337199483976091,0.0,0.0,0.0,0.0,0.20935101186323468
37,1993-03-24,44.875,-0.02848504340954178,0.08488453343671236,0.002585730684896105,0.13210901086867785,0.0,0.0,0.0,0.0,0.0
38,1993-03-25,45.15625,-0.014217704564818358,0.09362243574893131,0.005151712229759961,0.13324586499061464,0.0,0.0,0.0,0.0,0.6267409470751995
39,1993-03-26,44.90625,-0.006614387847099097,0.08252111778255342,-0.00036810454507956716,0.13357651633510673,0.0,0.0,0.0,0.0,-0.553633217993077
40,1993-03-29,45.09375,-0.007682113510119654,0.08138283491401901,0.005899994360984685,0.1320806020404927,0.0,0.0,0.0,0.0,0.41753653444676075
41,1993-03-30,45.21875,-0.0032877832670036794,0.08301376036407349,0.02088531464018204,0.1068802279675521,0.0,0.0,0.0,0.0,0.2772002772002846
42,1993-03-31,45.1875,0.0054986227011398535,0.07614219006979797,0.020900047181423277,0.10687565227543493,0.0,0.0,0.0,0.0,-0.06910850034553828
43,1993-04-01,45.03125,-0.00988384865729827,0.07052074602856505,0.0194479935918642,0.10762327898211822,0.0,0.0,0.0,0.0,-0.3457814661134151
44,1993-04-02,44.09375,-0.033397812200504334,0.1230870000260925,0.006414021104067846,0.12516204436247164,0.0,0.0,0.0,0.0,-2.0818875780707846
45,1993-04-05,44.3125,-0.016704301310100114,0.12608581109284453,0.007138095450713315,0.12552610682846965,0.0,0.0,0.0,0.0,0.49610205527994555
46,1993-04-06,44.1875,-0.02450849895292852,0.125064926503149,0.006021689590114042,0.1258447487552376,0.0,0.0,0.0,0.0,-0.28208744710860323
47,1993-04-07,44.34375,-0.01890506642591667,0.1275162813235121,0.0011198951528581717,0.12066130508946814,0.0,0.0,0.0,0.0,0.35360678925036026
48,1993-04-08,44.28125,-0.031062222383066534,0.12061571083720794,-0.0007463333567477396,0.12057460759079296,0.0,0.0,0.0,0.0,-0.14094432699084392
49,1993-04-12,44.90625,2.1204168728358746e-16,0.1423288055718321,0.005924767422070059,0.1272487422657559,0.0,0.0,0.0,0.0,1.4114326040931546
50,1993-04-13,45.0,-0.003303748927387062,0.1410001075004606,0.00851992926804694,0.1269732591785797,0.0,0.0,0.0,0.0,0.20876826722338038
51,1993-04-14,44.9375,-0.009904404454975533,0.14008458612467034,2.3980905109453343e-16,0.11972239292296251,0.0,0.0,0.0,0.0,-0.1388888888888884
52,1993-04-15,44.9375,-0.008806961765820546,0.14011825557265503,-0.002203265898844102,0.11907046822137503,0.0,0.0,0.0,0.0,0.0
53,1993-04-16,44.9375,-0.0033083390646811177,0.13918046615150162,0.000736465341169224,0.1179577741319523,0.0,0.0,0.0,0.0,0.0
54,1993-04-19,44.75,0.02345203857413813,0.08287504459005478,2.1800822826775768e-16,0.11831695167106257,0.0,0.0,0.0,0.0,-0.4172461752433909
55,1993-04-20,44.53125,0.007817219811383492,0.086012255827235,-0.014287375532168821,0.09875295225499947,0.0,0.0,0.0,0.0,-0.48882681564246244
56,1993-04-21,44.5,0.011187155437062996,0.0843641616572981,-0.01284853910080132,0.09846376271491854,0.0,0.0,0.0,0.0,-0.070175438596487
57,1993-04-22,43.9375,-0.014610269662896714,0.10583667638599419,-0.020666793166118393,0.10389215143088859,0.0,0.0,0.0,0.0,-1.2640449438202195
58,1993-04-23,43.75,-0.01916009299694528,0.10717774798365166,-0.021480006648276727,0.10417207870095567,0.0,0.0,0.0,0.0,-0.4267425320056861
59,1993-04-26,43.40625,-0.05393132807567081,0.0700370051232288,-0.0201819053075899,0.10256297585160962,0.0,0.0,0.0,0.0,-0.7857142857142896
60,1993-04-27,43.875,-0.04019077420062985,0.09721558032308598,-0.017058878879378857,0.10695111771295192,-0.00037661946730596944,0.12122059442719356,0.0,0.0,1.0799136069114423
61,1993-04-28,43.78125,-0.041380066866784984,0.09704176677425827,-0.018190751529588073,0.10694403711680993,-0.002817653159797753,0.12038069107866962,0.0,0.0,-0.21367521367521292
62,1993-04-29,43.96875,-0.034596078821520604,0.1024751473982308,-0.0126348059620671,0.10693938690994322,-0.002246936062015991,0.12063715479406387,0.0,0.0,0.4282655246252709
63,1993-04-30,44.03125,-0.03234117675681288,0.10356330881738152,-0.015177788159597425,0.10508822987016744,-0.0046532175685346615,0.11862875003259217,0.0,0.0,0.1421464108031234
64,1993-05-03,44.3125,-0.015596133176693883,0.11073801720438502,-0.008513968934353364,0.10593527673180805,-0.004073315503808447,0.11906562417469468,0.0,0.0,0.638750887154016
65,1993-05-04,44.46875,-0.0022295660780753236,0.11046361806834819,-0.003705549192263985,0.10545807474463054,-0.002958243326018008,0.11931242037452658,0.0,0.0,0.35260930888576514
66,1993-05-05,44.59375,0.0033408306682793966,0.11136496941388668,-0.0033268376158620467,0.10561545438609418,-0.002215575803688341,0.11946972593637802,0.0,0.0,0.28109627547434624
67,1993-05-06,44.4375,0.017962859687555625,0.08871259468876223,-0.005184158800419256,0.10604399706891803,-0.0012992140577615752,0.11883267325078566,0.0,0.0,-0.3503854239663595
68,1993-05-07,44.34375,0.021399093067189456,0.08562964518731969,-0.00960774077094079,0.10429377590386232,-0.0022280142705904133,0.11886365472391801,0.0,0.0,-0.21097046413501852
69,1993-05-10,44.4375,0.03727376928614563,0.06841175987988973,-0.005552519596508322,0.10349743706304161,-0.0029603120707939446,0.11849915418719671,0.0,0.0,0.21141649048626032
70,1993-05-11,44.625,0.02690658967837907,0.05182073668108367,-0.0055293111498792786,0.10351414549536758,0.00018534160555270347,0.11779131821798813,0.0,0.0,0.42194092827003704
71,1993-05-12,44.5625,0.02807732879720039,0.05040587153170527,-0.007735714174853381,0.10312799650057036,0.006574800232664328,0.10512234086137857,0.0,0.0,-0.1400560224089631
72,1993-05-13,44.03125,0.0022549020647079678,0.08322876802283426,-0.013716046174211063,0.10838997972802719,0.003592000503606108,0.1081373184361881,0.0,0.0,-1.192145862552596
73,1993-05-14,44.0,-0.0011270506590841188,0.08299930376374222,-0.01225885549352604,0.10810950613007068,0.00359456904916908,0.10813695753618865,0.0,0.0,-0.07097232079489313
74,1993-05-17,44.15625,-0.00560739115942091,0.0779233761771793,0.0007495047460077773,0.09003046547463638,0.003581762925037812,0.10813056616402311,0.0,0.0,0.35511363636364646
75,1993-05-18,44.125,-0.012318903903662035,0.07486986183389086,-0.0022437500567846257,0.08883919178852404,0.0024471726969643452,0.1079192451285827,0.0,0.0,-0.07077140835102247
76,1993-05-19,45.03125,0.015498247935774931,0.12984397939663617,0.010008744680372439,0.10637769215913234,0.00801521713524324,0.11554430952091091,0.0,0.0,2.053824362606238
77,1993-05-20,45.15625,0.025470632288164565,0.12757622958904904,0.009607740770941158,0.10622076906089482,0.005363817961899664,0.11278438408377367,0.0,0.0,0.2775850104094424
78,1993-05-21,44.75,0.014477027887738707,0.1375702973405369,0.005572009319327626,0.1097207365400021,0.0024128379812899427,0.11433879381304199,0.0,0.0,-0.899653979238757
79,1993-05-24,44.9375,0.01776187242476541,0.13846493756193795,0.00036810454508007755,0.10254536515601173,0.0031464359835750673,0.11460981580907594,0.0,0.0,0.41899441340782495
80,1993-05-25,45.03125,0.01438619830246023,0.1375439210736986,0.00036733792673648613,0.10254511205411564,0.004443633597391713,0.1144989467207651,0.0,0.0,0.20862308762170656
81,1993-05-26,45.59375,0.036317615832617424,0.14813082243694428,0.007671625921010938,0.10852234992861393,0.003835812960505588,0.1133532658535084,0.0,0.0,1.2491325468424685
82,1993-05-27,45.4375,0.04990650990737531,0.13016711428540714,0.005855111050187557,0.10910969042602296,0.0018259225756717269,0.11329969176271681,0.0,0.0,-0.34270047978066653
83,1993-05-28,45.21875,0.043372631870873556,0.13512463491938334,0.0033014681516588536,0.11014305332118808,0.0020189667464140383,0.11315348958500387,0.0,0.0,-0.4814305364511662
84,1993-06-01,45.65625,0.053030427119572524,0.1395286887848258,0.010608967594485905,0.11260573916408544,0.005304483797243061,0.11463855547768226,0.0,0.0,0.9675190048376026
85,1993-06-02,45.59375,0.051979695671766336,0.14010482099261012,0.01247707523000966,0.11154857314557551,-0.0009051501510795801,0.10531685043246874,0.0,0.0,-0.1368925393566034
86,1993-06-03,45.4375,0.014256994085881233,0.10565383946919915,0.011032024229978519,0.11214432867513303,-0.0009082574354114006,0.10531845551181349,0.0,0.0,-0.34270047978066653
87,1993-06-04,45.28125,0.004388256523913026,0.1071647400052041,0.01594058283321107,0.10552868211371041,-0.002363105166453661,0.10545045218647622,0.0,0.0,-0.343878954607979
88,1993-06-07,45.125,0.013247232258218923,0.09673895990954329,0.016374451071049026,0.10519838570302407,-0.0025527777886138504,0.10553588411056944,0.0,0.0,-0.3450655624568699
89,1993-06-08,44.71875,-0.007746376825879605,0.10624138464464432,0.015763088295010476,0.10609908374359119,-0.002209408506289712,0.10503347702749394,0.0,0.0,-0.9002770083102463
90,1993-06-09,44.875,-0.005517735088187801,0.10742025504171696,0.011925017630883833,0.10232352627427091,-0.002566930624247512,0.1047961472737644,0.0,0.0,0.34940600978337066
91,1993-06-10,44.90625,-0.024119191398271286,0.08139509592690002,0.013425251077182173,0.10195691716890294,-0.00238275022620295,0.10481044514530695,0.0,0.0,0.0696378830083555
92,1993-06-11,45.09375,-0.012055258938701782,0.08524199215284525,0.013368717677793832,0.10192617032262581,0.00036695585786336365,0.10440039223539578,0.0,0.0,0.41753653444676075
93,1993-06-14,45.03125,-0.0065960653902943775,0.08234734553374061,0.011883171940498356,0.10211235736045925,-0.001647308109549536,0.10363135865701129,0.0,0.0,-0.1386001386001423
94,1993-06-15,44.9375,-0.025189468221771413,0.06041610238140308,0.0074111892461267296,0.10100319702265108,-0.0005513898441133185,0.10293144758645094,0.0,0.0,-0.2081887578070818
95,1993-06-16,45.03125,-0.01970653869835081,0.06318772000183052,0.0066514176899178335,0.1007113634019547,0.0014729342488269234,0.10236776046806616,0.0,0.0,0.20862308762170656
96,1993-06-17,45.1875,-0.008758371384741129,0.0659160317082368,0.006998956878971679,0.10086456412923618,0.0018360596315548153,0.10252073631023237,0.0,0.0,0.346981263011803
97,1993-06-18,44.5,-0.027627755926684105,0.09915229167682388,0.00074371096179783,0.11026876414754012,-0.002220223919310714,0.1072979737252518,0.0,0.0,-1.5214384508990264
98,1993-06-21,44.59375,-0.018799706567626143,0.10037949650502337,0.0029748511927771624,0.11022860884222616,-0.0033164447890818138,0.10657800703229905,0.0,0.0,0.21067415730338102
99,1993-06-22,44.625,-0.0033314824118981317,0.09044420166538278,0.0022280043956625552,0.11009029077171098,-0.001662257600422884,0.10600801094829508,0.0,0.0,0.07007708479327412
100,1993-06-23,44.21875,-0.023386228996932632,0.09790809177152401,-0.004839255260886735,0.11257665725623536,-0.005184283205383008,0.10722058072102258,0.0,0.0,-0.9103641456582601
101,1993-06-24,44.8125,-0.0033175577103640654,0.12308249665443509,0.0029602889079940217,0.11923738093127167,-0.00238771263342968,0.11065683943897625,0.0,0.0,1.3427561837455748
102,1993-06-25,44.78125,-0.011039340640138538,0.12063844976064031,0.008937303442844994,0.11357089423138624,-0.0023893713656830346,0.11065697108019133,0.0,0.0,-0.06973500697350365
103,1993-06-28,45.28125,0.008788677322630894,0.13416938001248785,0.015188414601070023,0.11751291585531827,0.0014647795537719912,0.11280039819028963,0.0,0.0,1.1165387299371998
104,1993-06-29,45.0625,0.00440958835382634,0.13638422474475165,0.010750182417209144,0.11841859735030583,0.0057498435816084595,0.10441322905956466,0.0,0.0,-0.48309178743961567
105,1993-06-30,45.0625,0.0011012492891450253,0.1360121388744754,0.011124802087520187,0.11836440108205001,0.004440526015367779,0.10397638605691095,0.0,0.0,0.0
106,1993-07-01,44.9375,-0.008806961765820409,0.1352574421117331,-0.0011027796882267693,0.1030163940179163,0.004452982496072833,0.10397042633202208,0.0,0.0,-0.277392510402219
107,1993-07-02,44.6875,0.006674645236187602,0.11234469172706667,-0.005521618055527826,0.10385458196854633,0.002043061357706665,0.10442933023400387,0.0,0.0,-0.5563282336578546
108,1993-07-06,44.21875,-0.013405716149346584,0.12434066929955341,-0.006319396819584603,0.1050359406122619,-0.0003736937501284898,0.10665845693167564,0.0,0.0,-1.0489510489510523
109,1993-07-07,44.34375,-0.010036603211645243,0.12552982511973831,-0.00703815414980766,0.10459419425789754,-0.0033350248023637933,0.10276121855153247,0.0,0.0,0.2826855123674976
110,1993-07-08,44.84375,0.02228037678457807,0.12843825383125038,-0.0022078624335141214,0.1097308524410863,-0.000920262253388819,0.10530294589042871,0.0,0.0,1.127554615926707
111,1993-07-09,44.96875,0.005525417296641986,0.11067776284579424,-0.007303777270664455,0.1035322091526493,0.0001839243251732396,0.1054247651032086,0.0,0.0,0.2787456445993097
112,1993-07-12,44.9375,0.005529266428279178,0.11067712208005577,-0.005855111050187047,0.10315247242550929,2.5303297125656455e-16,0.10543471719287775,0.0,0.0,-0.06949270326616075
113,1993-07-13,44.90625,-0.013201330022551153,0.09301204890108275,-0.0036695726967382117,0.10229268509914319,-0.00018405227253968064,0.10544435548612234,0.0,0.0,-0.06954102920723182
114,1993-07-14,45.0625,-3.304545775848116e-17,0.09233668997998537,-0.006926626622648372,0.09862706343633908,0.0018411704859187664,0.10531837204130597,0.0,0.0,0.3479471120389599
115,1993-07-15,44.875,-0.006618984377332926,0.09467932117592362,-0.008408091262179571,0.09918952729123498,0.002034491983915044,0.1051802811518861,0.0,0.0,-0.4160887656033285
116,1993-07-16,44.75,-0.0066374345616853426,0.09468745339613671,-0.008067589237415625,0.09904328666379163,0.001482217496281445,0.10533752836548116,0.0,0.0,-0.278551532033422
117,1993-07-19,44.71875,0.0011097174773051076,0.09030786835810481,-0.006614464404397131,0.09865481069704442,0.004663059214406969,0.10191672494487106,0.0,0.0,-0.06983240223463749
118,1993-07-20,44.84375,0.022280376784578105,0.06862949140401632,-0.003308348644131541,0.09864374960653778,0.006533051213458742,0.10159178784601601,0.0,0.0,0.2795248078266921
119,1993-07-21,44.8125,0.016692591103819755,0.06886554484752139,0.0011081684934254618,0.0950482802064343,0.00843562839421797,0.10014109057041962,0.0,0.0,-0.06968641114982743
120,1993-07-22,44.5,-0.012215491303510826,0.052319430952426506,-0.004440447838621794,0.0966171407941678,0.0037422848961310177,0.09900879336990485,0.0016828327144125244,0.11022674141325661,-0.6973500697350032
121,1993-07-23,44.71875,-0.008849922776918193,0.05720521802332183,-0.002214021063546755,0.09774937431162789,0.005605615006817707,0.0993387666886853,0.0013939809235099772,0.10997902485867049,0.49157303370785943
122,1993-07-26,44.96875,0.0011035459510375862,0.06492157479598103,-0.0014688427536072568,0.09837169089816035,0.005949937462093286,0.09959361299636693,0.0018515007000386473,0.11022803343311328,0.5590496156533842
123,1993-07-27,44.9375,0.0011043136352392692,0.06492141525005425,-0.0011027796882269944,0.09831300408868776,0.005390196126135678,0.09959311738152783,0.00036848927880050867,0.10918062658043863,-0.06949270326616075
124,1993-07-28,44.84375,-0.007724836589687946,0.0627228038252812,-0.0011050827452872122,0.09831377989853356,0.0031530532504197573,0.09891256299745083,-0.0004601311266943453,0.10905342815584054,-0.20862308762169546
125,1993-07-29,45.09375,0.007719470235366496,0.06567234838825682,0.0007339117157262,0.09948435651729395,0.0036926647028220154,0.09929265206932122,0.000367210688402004,0.10934878348671366,0.5574912891985973
126,1993-07-30,44.84375,0.003322186325823058,0.07081205811774366,-0.004040736667227564,0.10022534217961336,0.0014791101058720568,0.09984502638639971,-0.00036823284890814204,0.10964764647696428,-0.5544005544005581
127,1993-08-02,44.96875,0.008849922776917622,0.07171384878977421,0.005544761830136778,0.08974987388944416,0.003144236395967303,0.0997079393865257,0.0009225111691028639,0.10924885225893707,0.2787456445993097
128,1993-08-03,45.0,0.005521573520333999,0.07064963688830989,0.004798744718521842,0.089603176184614,0.0038867979556495,0.0995960557651179,0.0008293918425295434,0.10923532339608735,0.06949270326614965
129,1993-08-04,45.0,0.0066281966300760845,0.07044732239772719,0.0044280615074168694,0.0895991239787196,0.0033280329515397115,0.09952096983934677,0.00018386044037288336,0.10900729311671838,0.0
130,1993-08-05,44.90625,0.01442642590413263,0.05942210317353659,0.008163770461733295,0.085383593999801,0.0016622576004232785,0.09927603827721793,0.0009237996029879912,0.10847167842481134,-0.2083333333333326
