,Date,Close,MA_10_days,hist_vol_10_days,MA_30_days,hist_vol_30_days,MA_60_days,hist_vol_60_days,MA_120_days,hist_vol_120_days,Return
131,1993-08-06,44.96875,0.008849922776917478,0.055281820933938706,0.0018418057655470946,0.07633246530408654,0.0024010473367705567,0.09926001763215551,0.0044879237847174425,0.10182431763091894,0.13917884481557952
132,1993-08-09,45.21875,0.008800858503937536,0.05520343737722618,0.005144556961084771,0.07788217551839681,0.007040930201964882,0.0965657088141507,0.0053164653527854955,0.1020979585292705,0.5559416261292638
133,1993-08-10,45.1875,0.008806961765820468,0.05520100392803035,-0.001096684873830468,0.07088434741750295,0.007045864863619777,0.09656476477093708,0.005320216956394429,0.10209734647579846,-0.06910850034553828
134,1993-08-11,45.1875,0.012122210001682336,0.05336604874472642,0.0014657911373314558,0.06942500314777202,0.006107986777270299,0.09635158617743442,0.004844874851154055,0.1019872481970615,0.0
135,1993-08-12,45.0625,-0.0011004858580339067,0.04857278976667468,-1.0785670240615378e-16,0.06991947249913871,0.005562401043760039,0.09654396351556009,0.004004786870362192,0.1019705782535475,-0.2766251728907321
136,1993-08-13,45.125,0.00992504593239501,0.03794198635876948,0.0022032658988442463,0.06952232589897618,0.0005502431053087372,0.08714785360331652,0.004282730120275989,0.10197382636206084,0.1386962552011095
137,1993-08-16,45.375,0.014276720389782147,0.044275281157005374,0.008078786881334964,0.06903371466211546,0.0012785844129035678,0.0876980543952619,0.003321201187401616,0.10061848111266117,0.5540166204986097
138,1993-08-17,45.53125,0.018630979041575523,0.0460267222812379,0.01547764311549588,0.06100649410519037,0.004579123147955637,0.08586573648306206,0.0034959805646227905,0.1006897042133601,0.3443526170798794
139,1993-08-18,45.78125,0.027323407532063436,0.050141368583299296,0.01688139842198643,0.06217799854436079,0.004921622136089384,0.08615689228617887,0.004034029059832226,0.10096348107155374,0.5490734385724005
140,1993-08-19,45.78125,0.030634046451775535,0.04668168396053567,0.010948327017465787,0.05426285684945888,0.004370232291975832,0.08607943616804553,0.004406932944683773,0.10086438067444031,0.0
141,1993-08-20,45.8125,0.02950940136446372,0.047044763384972606,0.00983646712148767,0.053898795937040084,0.0012663449254116073,0.08228750519857948,0.0025510789429585984,0.09863733982300782,0.06825938566552558
142,1993-08-23,45.71875,0.017456679408657076,0.0458154868733545,0.009120361287877405,0.05432668074651958,0.0016326251188451772,0.0820837496067469,0.0017292738472584523,0.09851418380990004,-0.20463847203274765
143,1993-08-24,46.21875,0.03582092223499297,0.06566015369666914,0.015244065878684238,0.061813548952659864,0.005787246590973013,0.08433412415987415,0.0039031066686935263,0.09938751267753908,1.0936431989063466
144,1993-08-25,46.25,0.03689388664666858,0.06509499323022386,0.01376375335288766,0.06135525806727906,0.0034185633651196436,0.08209983299140151,0.004361523581181353,0.0992902196580961,0.06761325219744041
145,1993-08-26,46.28125,0.04236349973917126,0.05961210858639419,0.016327494705501284,0.05947733620728165,0.003959701721660857,0.08203813682693666,0.0015272757852906394,0.09403207933646063,0.06756756756756133
146,1993-08-27,46.25,0.039091050715955936,0.061715177072535536,0.017446094324724673,0.0586073714605472,0.004689252543654523,0.08170344502325055,0.0018904975541215612,0.09389867297290264,-0.06752194463200967
147,1993-08-30,46.4375,0.036743183361147846,0.060085331602308445,0.019956608842615877,0.058954950730797685,0.006671072219109373,0.08168102571955786,0.0021539835263278567,0.09402986172997228,0.40540540540541237
148,1993-08-31,46.5625,0.03555348876996658,0.0598102823460533,0.019902013777292036,0.05893237348238905,0.008296832566580247,0.08140561960534275,0.0028720273889831986,0.09400735658264878,0.2691790040376896
149,1993-09-01,46.5,0.024728822502038388,0.0592730033829806,0.019560142221392643,0.05914757308896849,0.010334155357409051,0.07903580482543168,0.004062373425559671,0.09277074501493582,-0.13422818791946067
150,1993-09-02,46.34375,0.0193856643554954,0.06397190448121243,0.021482045570467866,0.05558543959845746,0.008520798865923032,0.07923291257750786,0.0029769341208377618,0.09267424018974546,-0.33602150537634934
151,1993-09-03,46.375,0.019372521205871646,0.06397387054892141,0.019243948449084284,0.054580477957632774,0.008514963692768765,0.0792327359855534,0.0030661067332829082,0.09267649983576912,0.06743088334457692
152,1993-09-07,46.0625,0.011891072728904037,0.07426365313648099,0.012716203547166221,0.05763707661069783,0.0056236803967794815,0.08025276551754776,0.0029953181273214232,0.09275819937670249,-0.6738544474393482
153,1993-09-08,45.90625,-0.010769720999820109,0.050536232091119175,0.011286054333664445,0.05876794957888007,0.005091637322718725,0.08054440711944229,0.0017221646065845953,0.09247971126440088,-0.33921302578019397
154,1993-09-09,46.0,-0.008604090367837542,0.052002656451458934,0.013470668760171129,0.05827512952097187,0.006182793007441957,0.08046189740421622,0.00281570158166432,0.09205549417332676,0.2042205582028611
155,1993-09-10,46.40625,0.004281730948192202,0.0701294318453699,0.015181581609776522,0.06122519225909599,0.007957746662751359,0.08222078656785696,0.004715340455789142,0.09250878383273982,0.8831521739130377
156,1993-09-13,46.4375,0.006422601289478855,0.06994704058559853,0.018479565979276604,0.05804348792003678,0.007219414656024521,0.08198989870737897,0.004527737143789668,0.09247335579443677,0.06734006734006037
157,1993-09-14,46.25,-0.006422601289478778,0.06994704058559836,0.014865767487150412,0.059737891344847735,0.010205264658643595,0.07573249391453284,0.003992520369666441,0.09268540198509694,-0.40376850605652326
158,1993-09-15,46.375,-0.006405324574641631,0.06996053459534243,0.015926381078966826,0.059949484996994915,0.010362562898744331,0.07579128258580232,0.00352305905483126,0.0923412411564532,0.2702702702702675
159,1993-09-16,46.1875,-0.010704361440963641,0.07226203971862694,0.013782622864379401,0.061664016999413665,0.009105342185898133,0.07640167976347985,0.003721542292737625,0.09216801539919703,-0.40431266846361336
160,1993-09-17,45.8125,-0.018302449856530078,0.08074989552795561,0.010572420316913626,0.06650594235441173,0.009368095389323459,0.07588747023732559,0.0020919060919702263,0.09278182843150955,-0.8119079837618393
161,1993-09-20,45.4375,-0.03242013537081183,0.08719937171875988,0.0054872623998411816,0.07125832329141912,0.0036645340826941364,0.07323363626377781,0.0006384107246322288,0.0934842315745348,-0.8185538881309684
162,1993-09-21,45.28125,-0.027155140205225692,0.08369259860972401,0.0007308706441118098,0.07031621302102012,0.0029377138025982897,0.07359788807758344,0.0002741712184576278,0.0936149176236814,-0.343878954607979
163,1993-09-22,45.65625,-0.008668694779222818,0.09654839090640299,0.005460835485316685,0.07416870784629795,0.0021820753057431074,0.07200365646769562,0.00182342742975755,0.09422904160864733,0.8281573498964745
164,1993-09-23,45.90625,-0.0032385950436585394,0.10055771196712898,0.00835040041172417,0.07562299698492435,0.00490809577452781,0.07205604704030064,0.005328969678068136,0.08932890970243894,0.5475701574264136
165,1993-09-24,45.78125,-0.021525086224653867,0.08747638198153991,0.008373381487569869,0.07560665088770126,0.00418669074378488,0.07232220200407904,0.00431360837957633,0.08918188989861037,-0.2722940776038074
