,Date,Close,MA_10_days,hist_vol_10_days,MA_30_days,hist_vol_30_days,MA_60_days,hist_vol_60_days,MA_120_days,hist_vol_120_days,Return,trading_sim
0,2003-07-24,98.489998,-0.013002176615832176,0.14474328904057873,-0.00963620991051911,0.16232528657973724,0.017718986518771785,0.15502835935332115,0.01784695458676545,0.18788938070782527,-0.7557436669839546,98.489998
1,2003-07-25,100.230003,-0.00015829371523416513,0.16504620597017863,-0.0020023528906136776,0.17036340696375682,0.02292747077182678,0.15845582572438388,0.019902584231686754,0.1893815793600457,1.7666819325146133,98.489998
2,2003-07-28,99.860001,-0.0137703174824297,0.163544321923854,0.001592084912915664,0.16789175377532975,0.021977770371033732,0.15877653536145747,0.02072382195692212,0.18881972076791373,-0.36915293716992537,98.1264192795644
3,2003-07-29,99.400002,-0.01762881743381595,0.16454531932182406,-0.011896259668721276,0.156342561840939,0.017011422244724992,0.15697862784580316,0.020936778054026526,0.1886981019047367,-0.4606438968491444,97.67440591795649
4,2003-07-30,99.160004,-0.012120342795214739,0.16263562561814052,-0.013175420251286521,0.15639884999602183,0.016883263119026163,0.1570213610665676,0.021242094329337415,0.18857114719910092,-0.24144667522240093,97.43857431232435
5,2003-07-31,99.389999,0.014279035278974873,0.14422530221133287,-0.011480825623703736,0.15666411927701399,0.015005266250688251,0.15607989663445515,0.023171943745164004,0.18752363283558637,0.23194331456461992,97.66457657124886
6,2003-08-01,98.510002,-0.0160333728856229,0.1415712022876645,-0.008049460154573768,0.15246404516950704,0.014121386417963625,0.15682233728526684,0.02106312026087747,0.18794010894627294,-0.8853979362651976,96.79985642582487
7,2003-08-04,98.510002,0.00371074351012307,0.1264171353173524,-0.00497209754672477,0.1516338925923844,0.016797917614173326,0.15515144840769743,0.021979596115645553,0.18756350152051252,0.0,96.79985642582487
8,2003-08-05,96.419998,-0.044642133539994654,0.15615020884015463,-0.010863659601872916,0.161147856750626,0.007486229391982725,0.1595572913376761,0.02126861750484167,0.18878039141034111,-2.1216160365116976,94.74613514857427
9,2003-08-06,96.980003,-0.03656904979816109,0.16135821773699138,-0.00833662490276605,0.16217673711035357,0.0057920520430386,0.15808066031170973,0.0216325054273501,0.1888749287001004,0.580797564422264,95.29641839390142
